"id","surname","name","country"
"17","Оруэлл","Джордж","Англия"
"18","Фицджеральд","Фрэнсис Скотт","США"
"19","Хемингуэй","Эрнест","США"
"id","author_id","title","genre","price","weight","year_publication","pages","count"
"15","18","Преступление и наказание","проза","650.00","0.500","1866","500","50"
"16","19","Новое название","проза","24.99","0.450","1868","600","50"
"18","19","Анна Каренина","проза","24.49","0.700","1877","864","50"
"19","18","1984","проза","18.37","0.300","1949","328","50"
"21","17","Старик и море","другое","138.04","0.200","1952","127","50"
"23","19","linux компьютер","проза","1.22","1.000","2000","456","50"
"31","19","linux компьютер","проза","1.22","1.000","1",NULL,"50"
"76","18","Преступление и наказание","проза","19.99","0.500","1866","500","50"
"78","17","оч дорогая книг","другое","5000.00","1.500","2023","350","50"
"81","17","Книга 1","другое","500.00","1.200","2020","350","10"
"82","17","Книга 2","другое","300.00","1.000","2021","250","5"
"83","17","Книга 2","другое","20.00","1.500","2023","300","100"
"id","surname","name","title","price","year_publication","arrival_date"
"order_id","book_id","count"
"Spider-Man 2","1","Action","Nintendo DS","2004"
"The Urbz: Sims in the City","1","Simulation","Nintendo DS","2004"
"Ridge Racer","1","Racing / Driving","Sony PSP","2004"
"Metal Gear Ac!d","1","Strategy","Sony PSP","2004"
"Madden NFL 2005","1","Sports","Nintendo DS","2004"
"Pokmon Dash","1","Racing / Driving","Nintendo DS","2004"
"Dynasty Warriors","1","Action,Adventure,Role-Playing (RPG)","Sony PSP","2004"
"Feel the Magic XY/XX","1","Action,Adventure,Racing / Driving,Sports","Nintendo DS","2004"
"Ridge Racer DS","1","Racing / Driving","Nintendo DS","2004"
"Darkstalkers Chronicle: The Chaos Tower","1","Action","Sony PSP","2004"
"Ape Escape Academy","4","Action,Sports","Sony PSP","2004"
"Polarium","1","Strategy","Nintendo DS","2004"
"Asphalt: Urban GT","1","Racing / Driving,Simulation","Nintendo DS","2004"
"Zoo Keeper","1","Action","Nintendo DS","2004"
"Mr. DRILLER: Drill Spirits","1","Action","Nintendo DS","2004"
"Sprung","1","Adventure","Nintendo DS","2004"
"Armored Core: Formula Front - Extreme Battle","1","Action,Strategy","Sony PSP","2004"
"Puyo Pop Fever","1","Action,Strategy","Nintendo DS","2004"
"Mario Kart DS","1","Racing / Driving","Nintendo DS","2005"
"Nintendogs","1","Simulation","Nintendo DS","2005"
"Brain Age: Train Your Brain in Minutes a Day!","1","Action","Nintendo DS","2005"
"Brain Agey: More Training in Minutes a Day!","1","Action","Nintendo DS","2005"
"Grand Theft Auto: Liberty City Stories","1","Action,Racing / Driving","Sony PSP","2005"
"Animal Crossing: Wild World","1","Simulation","Nintendo DS","2005"
"Big Brain Academy","1","Action","Nintendo DS","2005"
"Call of Duty 2","4","Action","X360","2005"
"Midnight Club 3: DUB Edition","1","Racing / Driving","Sony PSP","2005"
"Need for Speed: Most Wanted 5-1-0","1","Racing / Driving","Sony PSP","2005"
"Pokmon Mystery Dungeon: Blue Rescue Team","1","Role-Playing (RPG)","Nintendo DS","2005"
"Sonic Rush","1","Action","Nintendo DS","2005"
"Star Wars: Battlefront II","1","Action","Sony PSP","2005"
"SOCOM: U.S. Navy SEALs - Fireteam Bravo","1","Action","Sony PSP","2005"
"Need for Speed: Most Wanted","2","Racing / Driving","X360","2005"
"Zoo Tycoon DS","1","Simulation,Strategy","Nintendo DS","2005"
"The Sims 2","1","Role-Playing (RPG),Simulation","Nintendo DS","2005"
"Mario & Luigi: Partners in Time","1","Action,Role-Playing (RPG)","Nintendo DS","2005"
"Madden NFL 06","1","Sports","Sony PSP","2005"
"Need for Speed Underground: Rivals","4","Racing / Driving","Sony PSP","2005"
"Twisted Metal: Head-On","1","Action,Racing / Driving","Sony PSP","2005"
"Perfect Dark Zero","4","Action","X360","2005"
"Super Monkey Ball: Touch & Roll","1","Action","Nintendo DS","2005"
"Super Princess Peach","1","Action","Nintendo DS","2005"
"Burnout Legends","1","Action,Racing / Driving","Sony PSP","2005"
"Madden NFL 06","2","Sports","X360","2005"
"Clubhouse Games","1","Strategy","Nintendo DS","2005"
"ATV Offroad Fury: Blazin' Trails","4","Racing / Driving,Sports","Sony PSP","2005"
"Untold Legends: Brotherhood of the Blade","1","Action,Role-Playing (RPG)","Sony PSP","2005"
"Tony Hawk's Underground 2: Remix","1","Sports","Sony PSP","2005"
"The Sims 2","1","Simulation,Strategy","Sony PSP","2005"
"WipEout Pure","1","Action,Racing / Driving","Sony PSP","2005"
"NBA Live 06","1","Sports","Sony PSP","2005"
"WWE Smackdown vs. Raw 2006","4","Action,Sports","Sony PSP","2005"
"Dead or Alive 4","4","Action","X360","2005"
"Phoenix Wright: Ace Attorney","1","Adventure,Simulation","Nintendo DS","2005"
"Spider-Man 2","1","Action","Sony PSP","2005"
"NFL Street 2","4","Sports","Sony PSP","2005"
"Kirby: Canvas Curse","1","Action","Nintendo DS","2005"
"Battlefield 2: Modern Combat","4","Action","X360","2005"
"Yoshi Touch & Go","1","Action","Nintendo DS","2005"
"Tiger Woods PGA Tour 06","4","Sports","X360","2005"
"Condemned: Criminal Origins","1","Action,Adventure","X360","2005"
"Peter Jackson's King Kong: The Official Game of...","2","Action","X360","2005"
"Castlevania: Dawn of Sorrow","1","Action,Role-Playing (RPG)","Nintendo DS","2005"
"SpongeBob SquarePants: The Yellow Avenger","1","Action","Nintendo DS","2005"
"Marvel Nemesis: Rise of the Imperfects ","1","Action","Sony PSP","2005"
"Kameo: Elements of Power","1","Action","X360","2005"
"Advance Wars: Dual Strike","1","Strategy","Nintendo DS","2005"
"Trauma Center: Under the Knife","1","Action,Simulation","Nintendo DS","2005"
"Coded Arms","1","Action","Sony PSP","2005"
"NBA LIVE 06 ","1","Sports","X360","2005"
"Tony Hawk's American Wasteland","1","Sports","X360","2005"
"Star Wars: Episode III - Revenge of the Sith","1","Action","Nintendo DS","2005"
"Capcom Classics Collection Remixed","1","Action","Sony PSP","2005"
"Madagascar","1","Adventure","Nintendo DS","2005"
"X-Men: Legends II - Rise of Apocalypse","1","Action,Role-Playing (RPG)","Sony PSP","2005"
"Quake 4","1","Action","X360","2005"
"Pokmon Trozei!","1","Strategy","Nintendo DS","2005"
"Need for Speed: Most Wanted","1","Racing / Driving","Nintendo DS","2005"
"Mega Man Maverick Hunter X","1","Action","Sony PSP","2005"
"Metroid Prime Pinball","1","Action,Simulation","Nintendo DS","2005"
"NBA 06","1","Sports","Sony PSP","2005"
"GUN ","1","Action,Racing / Driving,Role-Playing (RPG)","X360","2005"
"NBA 2K6 ","1","Sports","X360","2005"
"Pinball Hall of Fame: The Gottlieb Collection","4","Action","Sony PSP","2005"
"Harry Potter and the Goblet of Fire","1","Action","Nintendo DS","2005"
"Tony Hawk's American Sk8land","1","Sports","Nintendo DS","2005"
"MVP Baseball","1","Sports","Sony PSP","2005"
"Tiger Woods PGA Tour","1","Sports","Sony PSP","2005"
"World Series of Poker","1","Sports,Strategy","Sony PSP","2005"
"SSX on Tour","1","Sports","Sony PSP","2005"
"Tiger Woods PGA Tour 06","1","Sports","Sony PSP","2005"
"Death Jr.","1","Action","Sony PSP","2005"
"Harry Potter and the Goblet of Fire","1","Action","Sony PSP","2005"
"MediEvil Resurrection","1","Action","Sony PSP","2005"
"The Chronicles of Narnia: The Lion, the Witch a...","1","Action,Role-Playing (RPG)","Nintendo DS","2005"
"Shrek SuperSlam","1","Action","Nintendo DS","2005"
"Virtua Tennis: World Tour","1","Sports","Sony PSP","2005"
"Prince of Persia: Revelations","1","Action","Sony PSP","2005"
"Burnout Legends","1","Action,Racing / Driving","Nintendo DS","2005"
"Meteos","1","Strategy","Nintendo DS","2005"
"Spyro: Shadow Legacy","1","Role-Playing (RPG)","Nintendo DS","2005"
"The Con","1","Action","Sony PSP","2005"
"Infected","1","Action","Sony PSP","2005"
"Pursuit Force","1","Action,Racing / Driving","Sony PSP","2005"
"Kingdom of Paradise","2","Action,Role-Playing (RPG)","Sony PSP","2005"
"Dragon Ball Z: Supersonic Warriors 2","1","Action","Nintendo DS","2005"
"Dragon Quest Heroes: Rocket Slime","1","Action","Nintendo DS","2005"
"Dead to Rights: Reckoning","1","Action","Sony PSP","2005"
"Amped 3","1","Sports","X360","2005"
"Break 'em All","1","Action","Nintendo DS","2005"
"Lunar: Dragon Song","1","Role-Playing (RPG)","Nintendo DS","2005"
"Madden NFL 06","1","Sports","Nintendo DS","2005"
"Retro Atari Classics","1","Action,Racing / Driving,Simulation","Nintendo DS","2005"
"True Swing Golf","1","Sports","Nintendo DS","2005"
"FIFA Soccer","1","Sports","Sony PSP","2005"
"Metal Gear Ac!d 2","1","Strategy","Sony PSP","2005"
"ATV Quad Frenzy","1","Racing / Driving,Sports","Nintendo DS","2005"
"Bomberman","1","Strategy","Nintendo DS","2005"
"GoldenEye: Rogue Agent","1","Action","Nintendo DS","2005"
"Need for Speed Underground 2","1","Racing / Driving","Nintendo DS","2005"
"Frogger: Helmet Chaos","1","Action","Sony PSP","2005"
"The Lord of the Rings: Tactics","1","Role-Playing (RPG),Strategy","Sony PSP","2005"
"Rengoku: The Tower of Purgatory","1","Action,Role-Playing (RPG)","Sony PSP","2005"
"Gretzky NHL","2","Sports","Sony PSP","2005"
"Ridge Racer 6","2","Racing / Driving","X360","2005"
"Ford Racing 3","1","Action,Racing / Driving","Nintendo DS","2005"
"NHL 2K6 ","1","Sports","X360","2005"
"Bust-a-Move DS","1","Action,Strategy","Nintendo DS","2005"
"Battles of Prince of Persia","1","Strategy","Nintendo DS","2005"
"GripShift","1","Racing / Driving","Sony PSP","2005"
"Marvel Nemesis: Rise of the Imperfects ","1","Action","Nintendo DS","2005"
"Scooby-Doo! Unmasked","1","Action","Nintendo DS","2005"
"Viewtiful Joe: Double Trouble!","1","Action","Nintendo DS","2005"
"The Legend of Heroes: A Tear of Vermillion","1","Role-Playing (RPG)","Sony PSP","2005"
"PQ: Practical Intelligence Quotient","1","Strategy","Sony PSP","2005"
"Lost in Blue","1","Role-Playing (RPG)","Nintendo DS","2005"
"Ghost in the Shell: Stand Alone Complex","1","Action","Sony PSP","2005"
"Dig Dug: Digging Strike","1","Action","Nintendo DS","2005"
"Frogger: Helmet Chaos","1","Action","Nintendo DS","2005"
"Mega Man Battle Network 5: Double Team DS","1","Action,Role-Playing (RPG)","Nintendo DS","2005"
"Nanostray","1","Action","Nintendo DS","2005"
"Sega Casino","1","Simulation","Nintendo DS","2005"
"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","1","Action,Adventure","Nintendo DS","2005"
"Pac-Man World 3","1","Action","Sony PSP","2005"
"Tokobot","1","Strategy","Sony PSP","2005"
"Fullmetal Alchemist: Dual Sympathy","1","Action","Nintendo DS","2005"
"Exit","1","Action","Sony PSP","2005"
"Bubble Bobble Revolution","1","Action","Nintendo DS","2005"
"The Rub Rabbits!","2","Action,Adventure","Nintendo DS","2005"
"Electroplankton","1","Simulation","Nintendo DS","2005"
"LifeSigns: Surgical Unit","1","Simulation,Strategy","Nintendo DS","2005"
"Space Invaders Revolution","1","Action","Nintendo DS","2005"
"Wii Play","2","Action,Sports","Nintendo Wii","2006"
"New Super Mario Bros.","1","Action","Nintendo DS","2006"
"Pokmon Diamond","1","Role-Playing (RPG)","Nintendo DS","2006"
"Pokmon Pearl","1","Role-Playing (RPG)","Nintendo DS","2006"
"Gears of War","2","Action","X360","2006"
"The Legend of Zelda: Twilight Princess","1","Action,Role-Playing (RPG)","Nintendo Wii","2006"
"Cooking Mama","1","Simulation","Nintendo DS","2006"
"Marvel Ultimate Alliance","4","Action,Role-Playing (RPG)","X360","2006"
"Daxter","1","Action","Sony PSP","2006"
"The Elder Scrolls IV: Oblivion","1","Action,Role-Playing (RPG)","X360","2006"
"Madden NFL 07","2","Sports","X360","2006"
"Grand Theft Auto: Vice City Stories","1","Action,Racing / Driving","Sony PSP","2006"
"Resistance: Fall of Man","4","Action","PlayStation 3","2006"
"MotorStorm","1","Action,Racing / Driving,Sports","PlayStation 3","2006"
"Call of Duty 3","2","Action","X360","2006"
"Yoshi's Island DS","1","Action","Nintendo DS","2006"
"Tom Clancy's Ghost Recon: Advanced Warfighter","4","Action","X360","2006"
"Fight Night Round 3","2","Action,Sports","X360","2006"
"Pokmon Ranger","1","Role-Playing (RPG)","Nintendo DS","2006"
"Rayman Raving Rabbids","4","Action","Nintendo Wii","2006"
"Saints Row","1","Action,Racing / Driving","X360","2006"
"Tom Clancy's Rainbow Six: Vegas","2","Action","X360","2006"
"Dead Rising","1","Action","X360","2006"
"Call of Duty 3","1","Action","Nintendo Wii","2006"
"Lost Planet: Extreme Condition","1","Action","X360","2006"
"Mario Hoops 3 on 3","1","Sports","Nintendo DS","2006"
"LEGO Star Wars II: The Original Trilogy","1","Action","Nintendo DS","2006"
"Super Monkey Ball: Banana Blitz","4","Action","Nintendo Wii","2006"
"The Sims 2: Pets","1","Simulation","Nintendo DS","2006"
"Need for Speed: Carbon - Own the City","1","Racing / Driving","Sony PSP","2006"
"WarioWare: Smooth Moves","6","Action,Racing / Driving,Sports","Nintendo Wii","2006"
"Fight Night Round 3","2","Action,Sports","PlayStation 3","2006"
"Final Fantasy III","1","Role-Playing (RPG)","Nintendo DS","2006"
"SOCOM: U.S. Navy SEALs - Fireteam Bravo 2","1","Action","Sony PSP","2006"
"Madden NFL 07","1","Sports","Sony PSP","2006"
"Monster 4x4: World Circuit","4","Racing / Driving","Nintendo Wii","2006"
"Kirby: Squeak Squad","1","Action","Nintendo DS","2006"
"Pokmon Battle Revolution","4","Action,Strategy","Nintendo Wii","2006"
"Medal of Honor: Heroes","1","Action","Sony PSP","2006"
"Tekken: Dark Resurrection","1","Action","Sony PSP","2006"
"Need for Speed: Carbon","2","Racing / Driving","X360","2006"
"Mario vs. Donkey Kong 2: March of the Minis","1","Action","Nintendo DS","2006"
"Sonic Rivals","1","Action,Racing / Driving","Sony PSP","2006"
"NCAA Football 07","2","Sports","X360","2006"
"Mortal Kombat: Unchained","2","Action","Sony PSP","2006"
"Tom Clancy's Splinter Cell: Double Agent","1","Action","X360","2006"
"Tetris DS","1","Strategy","Nintendo DS","2006"
"LEGO Star Wars II: The Original Trilogy","2","Action","Sony PSP","2006"
"Red Steel","4","Action","Nintendo Wii","2006"
"Metroid Prime: Hunters","1","Action","Nintendo DS","2006"
"LEGO Star Wars II: The Original Trilogy","2","Action","X360","2006"
"NBA 2K7 ","1","Sports","X360","2006"
"SEGA Genesis Collection","2","Action,Racing / Driving,Role-Playing (RPG),Strategy","Sony PSP","2006"
"Call of Duty 3","1","Action","PlayStation 3","2006"
"NBA Live 07","1","Sports","Sony PSP","2006"
"Madden NFL 07","2","Sports","PlayStation 3","2006"
"SpongeBob SquarePants: The Yellow Avenger","1","Action","Sony PSP","2006"
"Madden NFL 07","4","Sports","Nintendo Wii","2006"
"Fight Night Round 3","2","Action,Simulation,Sports","Sony PSP","2006"
"Need for Speed: Carbon","2","Racing / Driving","PlayStation 3","2006"
"Need for Speed: Carbon","2","Racing / Driving","Nintendo Wii","2006"
"WWE SmackDown vs. Raw 2007","4","Sports","X360","2006"
"Tiger Woods PGA Tour 07","1","Sports","X360","2006"
"Viva Pi$?ata","4","Simulation,Strategy","X360","2006"
"SpongeBob Squarepants: Creature from the Krusty Krab","1","Action,Adventure","Nintendo Wii","2006"
"Tony Hawk's Project 8","2","Sports","Sony PSP","2006"
"Tony Hawk's Project 8","2","Sports","X360","2006"
"NBA LIVE 07 ","1","Sports","X360","2006"
"Excite Truck","2","Racing / Driving","Nintendo Wii","2006"
"Harvest Moon DS","1","Role-Playing (RPG),Simulation","Nintendo DS","2006"
"Star Fox Command","1","Action","Nintendo DS","2006"
"Metal Gear Solid: Portable Ops","1","Action,Strategy","Sony PSP","2006"
"Marvel Ultimate Alliance","4","Action,Role-Playing (RPG)","Nintendo Wii","2006"
"Blazing Angels: Squadrons of WWII","2","Action","X360","2006"
"Major League Baseball 2K6","2","Sports","X360","2006"
"NCAA Football 07","1","Sports","Sony PSP","2006"
"MLB 06: The Show","2","Sports","Sony PSP","2006"
"Blazing Angels: Squadrons of WWII","2","Action","PlayStation 3","2006"
"WWE SmackDown vs. Raw 2007","4","Sports","Sony PSP","2006"
"Rune Factory: A Fantasy Harvest Moon","1","Role-Playing (RPG),Simulation","Nintendo DS","2006"
"Marvel Ultimate Alliance","1","Action,Role-Playing (RPG)","Sony PSP","2006"
"Marvel Ultimate Alliance","4","Action,Role-Playing (RPG)","PlayStation 3","2006"
"Tiger Woods PGA Tour 07","4","Sports","PlayStation 3","2006"
"Ace Combat X: Skies of Deception","1","Action,Simulation","Sony PSP","2006"
"Killzone: Liberation","1","Action,Strategy","Sony PSP","2006"
"F.E.A.R.: First Encounter Assault Recon","1","Action","X360","2006"
"NBA 2K7","7","Sports","PlayStation 3","2006"
"Tony Hawk's Project 8","2","Sports","PlayStation 3","2006"
"Avatar: The Last Airbender","1","Action","Nintendo DS","2006"
"Castlevania: Portrait of Ruin","1","Action","Nintendo DS","2006"
"Hitman: Blood Money","1","Action","X360","2006"
"Rockstar Games presents Table Tennis","2","Sports","X360","2006"
"Trauma Center: Second Opinion","1","Action,Simulation","Nintendo Wii","2006"
"Tenchu Z","1","Action","X360","2006"
"Elite Beat Agents","1","Action","Nintendo DS","2006"
"Street Fighter Alpha 3 MAX","1","Action","Sony PSP","2006"
"Blue Dragon","1","Role-Playing (RPG)","X360","2006"
"The Lord of the Rings: The Battle for Middle Ea...","1","Strategy","X360","2006"
"Prey","1","Action","X360","2006"
"Over the Hedge","1","Adventure","Nintendo DS","2006"
"Capcom Classics Collection Reloaded","1","Action","Sony PSP","2006"
"Pirates of the Caribbean: Dead Man's Chest","1","Action","Sony PSP","2006"
"NHL 07 ","1","Sports","X360","2006"
"Monster Hunter Freedom","1","Action,Strategy","Sony PSP","2006"
"Chromehounds","1","Action,Simulation,Strategy","X360","2006"
"Test Drive Unlimited","1","Racing / Driving","X360","2006"
"Dragon Ball Z: Budokai Tenkaichi 2","2","Action","Nintendo Wii","2006"
"Dragon Quest Monsters: Joker","1","Role-Playing (RPG)","Nintendo DS","2006"
"Pirates of the Caribbean: Dead Man's Chest","1","Action","Nintendo DS","2006"
"NFL Street 3","1","Action,Sports","Sony PSP","2006"
"Syphon Filter: Dark Mirror","1","Action","Sony PSP","2006"
"NBA 07","4","Sports","PlayStation 3","2006"
"Ridge Racer 7","2","Racing / Driving","PlayStation 3","2006"
"The Outfit","2","Action","X360","2006"
"Elebits","4","Action","Nintendo Wii","2006"
"Tony Hawk's Downhill Jam","1","Racing / Driving,Sports","Nintendo DS","2006"
"The Sims 2: Pets","1","Simulation","Sony PSP","2006"
"Tiger Woods PGA Tour 07","1","Sports","Sony PSP","2006"
"Thrillville","1","Simulation,Strategy","Sony PSP","2006"
"The Godfather: The Game","1","Action","X360","2006"
"Rampage: Total Destruction","4","Action","Nintendo Wii","2006"
"College Hoops 2K7","4","Sports","X360","2006"
"Far Cry: Instincts - Predator","4","Action","X360","2006"
"Full Auto","2","Action,Racing / Driving","X360","2006"
"Age of Empires: The Age of Kings","1","Strategy","Nintendo DS","2006"
"Need for Speed: Carbon - Own the City","1","Action,Racing / Driving","Nintendo DS","2006"
"Brothers in Arms: D-Day","1","Action","Sony PSP","2006"
"Family Guy Video Game!","1","Action","Sony PSP","2006"
"Superman Returns","1","Action","X360","2006"
"Over G Fighters","2","Simulation","X360","2006"
"Final Fantasy XI Online","1","Action,Role-Playing (RPG)","X360","2006"
"Mystery Dungeon: Shiren the Wanderer","1","Action,Role-Playing (RPG)","Nintendo DS","2006"
"Phoenix Wright: Ace Attorney - Justice for All","1","Adventure,Simulation","Nintendo DS","2006"
"Justice League Heroes","1","Action","Sony PSP","2006"
"Valhalla Knights","1","Action,Role-Playing (RPG)","Sony PSP","2006"
"Genji: Days of the Blade","1","Action,Role-Playing (RPG)","PlayStation 3","2006"
"Top Spin 2","4","Sports","X360","2006"
"Field Commander","2","Strategy","Sony PSP","2006"
"Children of Mana","1","Action,Role-Playing (RPG)","Nintendo DS","2006"
"Valkyrie Profile: Lenneth","1","Role-Playing (RPG)","Sony PSP","2006"
"Monster House","1","Action","Nintendo DS","2006"
"Enchanted Arms","1","Role-Playing (RPG)","X360","2006"
"NHL 07","4","Sports","Sony PSP","2006"
"Bust-a-Move Deluxe","2","Strategy","Sony PSP","2006"
"Full Auto 2: Battlelines","2","Action,Racing / Driving","PlayStation 3","2006"
"Blitz: The League","2","Sports","X360","2006"
"Star Trek Legacy","2","Action,Strategy","X360","2006"
"Eragon","1","Action,Role-Playing (RPG)","Nintendo DS","2006"
"Master of Illusion","1","Strategy","Nintendo DS","2006"
"Mega Man ZX","1","Action","Nintendo DS","2006"
"Untold Legends: The Warrior's Code","1","Action,Role-Playing (RPG)","Sony PSP","2006"
"Super Swing Golf","1","Sports","Nintendo Wii","2006"
"X-Men: The Official Game","1","Action","X360","2006"
"Untold Legends: Dark Kingdom","2","Action,Role-Playing (RPG)","PlayStation 3","2006"
"Happy Feet","2","Action","Nintendo Wii","2006"
"Open Season","1","Action","Nintendo DS","2006"
"Dungeon Siege: Throne of Agony","1","Role-Playing (RPG)","Sony PSP","2006"
"LocoRoco","1","Action,Strategy","Sony PSP","2006"
"Dead or Alive: Xtreme 2","1","Racing / Driving,Sports","X360","2006"
"Fuzion Frenzy 2","4","Action,Sports","X360","2006"
"MotoGP '06","4","Racing / Driving,Simulation,Sports","X360","2006"
"Lumines II","2","Strategy","Sony PSP","2006"
"Major League Baseball 2K6","1","Sports","Sony PSP","2006"
"Star Wars: Lethal Alliance","1","Action","Sony PSP","2006"
"Worms: Open Warfare","1","Action,Strategy","Sony PSP","2006"
"Eragon","4","Action","Sony PSP","2006"
"Metal Slug Anthology","4","Action","Nintendo Wii","2006"
"Open Season","4","Action","X360","2006"
"Tom Clancy's Splinter Cell: Double Agent","2","Action","Nintendo Wii","2006"
"Avatar: The Last Airbender","1","Action","Sony PSP","2006"
"Lemmings","1","Strategy","Sony PSP","2006"
"Mega Man Powered Up","1","Action","Sony PSP","2006"
"College Hoops 2K6","1","Sports","X360","2006"
"Dynasty Warriors 5: Empires","2","Action,Role-Playing (RPG),Strategy","X360","2006"
"Magical Starsign","1","Role-Playing (RPG)","Nintendo DS","2006"
"Resident Evil: Deadly Silence","1","Action","Nintendo DS","2006"
"X-Men: The Official Game","1","Action","Nintendo DS","2006"
"Cabela's African Safari","1","Sports","X360","2006"
"Cabela's Alaskan Adventures","1","Sports","X360","2006"
"Armored Core 4","2","Action","PlayStation 3","2006"
"Eragon","2","Action","X360","2006"
"LostMagic","1","Action,Role-Playing (RPG)","Nintendo DS","2006"
"Magnetica","1","Action,Strategy","Nintendo DS","2006"
"Def Jam Fight for NY: The Takeover","1","Action","Sony PSP","2006"
"NASCAR 07","1","Racing / Driving,Simulation","Sony PSP","2006"
"The Ant Bully","1","Action","Nintendo Wii","2006"
"Just Cause","1","Action,Racing / Driving","X360","2006"
"Onechanbara: Bikini Samurai Squad","1","Action","X360","2006"
"Phantasy Star Universe","1","Role-Playing (RPG)","X360","2006"
"Project Sylpheed: Arc of Deception","1","Action","X360","2006"
"Winning Eleven: Pro Evolution Soccer 2007","6","Sports","X360","2006"
"Kororinpa: Marble Mania","2","Action,Strategy","Nintendo Wii","2006"
"Digimon World DS","1","Role-Playing (RPG)","Nintendo DS","2006"
"Justice League Heroes","1","Action","Nintendo DS","2006"
"Innocent Life: A Futuristic Harvest Moon","1","Role-Playing (RPG),Simulation,Strategy","Sony PSP","2006"
"Power Stone Collection","1","Action","Sony PSP","2006"
"EA Replay","4","Action,Role-Playing (RPG),Simulation,Sports,Strategy","Sony PSP","2006"
"Open Season","4","Action","Nintendo Wii","2006"
"Samurai Warriors 2","4","Action","X360","2006"
"Far Cry: Vengeance","2","Action","Nintendo Wii","2006"
"Import Tuner Challenge","2","Racing / Driving","X360","2006"
"Contact","1","Adventure,Role-Playing (RPG)","Nintendo DS","2006"
"Touch Detective","1","Adventure","Nintendo DS","2006"
"FIFA Street 2","1","Sports","Sony PSP","2006"
"007: From Russia with Love","1","Action,Racing / Driving","Sony PSP","2006"
"PaRappa the Rapper","1","Action","Sony PSP","2006"
"Riviera: The Promised Land","1","Role-Playing (RPG)","Sony PSP","2006"
"Samurai Warriors: State of War","1","Action","Sony PSP","2006"
"Viewtiful Joe: Red Hot Rumble","1","Action","Sony PSP","2006"
"Ice Age 2: The Meltdown","1","Action","Nintendo Wii","2006"
"Rumble Roses XX","4","Action,Sports","X360","2006"
"Bionicle Heroes","1","Action","Nintendo DS","2006"
"Deep Labyrinth","1","Role-Playing (RPG)","Nintendo DS","2006"
"Blade Dancer: Lineage of Light","1","Role-Playing (RPG)","Sony PSP","2006"
"Every Extend Extra","1","Action","Sony PSP","2006"
"Ultimate Ghosts 'N' Goblins","1","Action","Sony PSP","2006"
"Xiaolin Showdown","1","Action","Sony PSP","2006"
"Bionicle Heroes","1","Action","X360","2006"
"Bullet Witch","1","Action","X360","2006"
"Death Jr. II: Root of Evil","2","Action","Sony PSP","2006"
"Alex Rider: Stormbreaker","1","Action,Adventure","Nintendo DS","2006"
"Cartoon Network Racing","1","Racing / Driving","Nintendo DS","2006"
"Guilty Gear: Dust Strikers","1","Action","Nintendo DS","2006"
"Gunpey DS","1","Strategy","Nintendo DS","2006"
"Lara Croft Tomb Raider: Legend","1","Action,Racing / Driving","Nintendo DS","2006"
"Worms: Open Warfare","1","Action,Strategy","Nintendo DS","2006"
"Mercury Meltdown","1","Strategy","Sony PSP","2006"
"MTX Mototrax","1","Racing / Driving,Sports","Sony PSP","2006"
"Snoopy vs. the Red Baron","1","Action","Sony PSP","2006"
"Super Monkey Ball Adventure","1","Action,Racing / Driving","Sony PSP","2006"
"Ys VI: The Ark of Napishtim","1","Action,Role-Playing (RPG)","Sony PSP","2006"
"Bomberman Land Touch!","1","Action","Nintendo DS","2006"
"Point Blank DS","1","Action","Nintendo DS","2006"
"Scurge: Hive","1","Action","Nintendo DS","2006"
"Star Trek: Tactical Assault","1","Action,Strategy","Nintendo DS","2006"
"Tao's Adventure: Curse of the Demon Seal","1","Role-Playing (RPG)","Nintendo DS","2006"
"Ford Bold Moves Street Racing","1","Racing / Driving","Sony PSP","2006"
"Gitaroo Man Lives!","1","Simulation","Sony PSP","2006"
"Gradius Collection","1","Action","Sony PSP","2006"
"The Legend of Heroes II: Prophecy of the Moonli...","1","Role-Playing (RPG)","Sony PSP","2006"
"Pac-Man World Rally","1","Action,Racing / Driving","Sony PSP","2006"
"Bomberman: Act Zero","1","Action","X360","2006"
"Earth Defense Force 2017","2","Action","X360","2006"
"WarTech: Senko no Ronde","2","Action","X360","2006"
"MechAssault: Phantom War","1","Action","Nintendo DS","2006"
"Astonishia Story","1","Role-Playing (RPG),Strategy","Sony PSP","2006"
"B-Boy","1","Action","Sony PSP","2006"
"BattleZone","1","Action","Sony PSP","2006"
"Bounty Hounds","1","Action,Strategy","Sony PSP","2006"
"Bubble Bobble Evolution","1","Action","Sony PSP","2006"
"MotoGP","1","Racing / Driving,Sports","Sony PSP","2006"
"OutRun 2006: Coast 2 Coast","1","Racing / Driving","Sony PSP","2006"
"Warhammer: Battle for Atluma","1","Strategy","Sony PSP","2006"
"SBK: Snowboard Kids","1","Action,Sports","Nintendo DS","2006"
"Tenchu: Dark Secret","1","Action","Nintendo DS","2006"
"Dungeon Maker: Hunting Ground","1","Action,Role-Playing (RPG)","Sony PSP","2006"
"Metal Gear Solid: Digital Graphic Novel","1","Adventure","Sony PSP","2006"
"Star Trek: Tactical Assault","1","Action,Strategy","Sony PSP","2006"
"Micro Machines V4","2","Action,Racing / Driving","Sony PSP","2006"
"Platypus","2","Action","Sony PSP","2006"
